ID;marine;memory;add.surface.;resolution.cm;resolution.sections;waterline;reservoir;starting.age;acc.rate;hiatus.1;hiatus.2;hiatus.3;add.depth.1;add.age.1;add.error.1;need.calibration.1;add.depth.2;add.age.2;add.error.2;need.calibration.2;add.depth.3;add.age.3;add.error.3;need.calibration.3;add.depth.4;add.age.4;add.error.4;need.calibration.4;add.depth.5;add.age.5;add.error.5;need.calibration.5;add.depth.6;add.age.6;add.error.6;need.calibration.6;add.depth.7;add.age.7;add.error.7;need.calibration.7;add.depth.8;add.age.8;add.error.8;need.calibration.8;add.depth.9;add.age.9;add.error.9;need.calibration.9;add.depth.10;add.age.10;add.error.10;need.calibration.10;add.depth.11;add.age.11;add.error.11;need.calibration.11;add.depth.12;add.age.12;add.error.12;need.calibration.12;add.depth.13;add.age.13;add.error.13;need.calibration.13;add.depth.14;add.age.14;add.error.14;need.calibration.14;add.depth.15;add.age.15;add.error.15;need.calibration.15;add.depth.16;add.age.16;add.error.16;need.calibration.16;keep.age.1;keep.age.2;keep.age.3;keep.age.4;keep.age.5;keep.age.6;delete.1;delete.2;delete.3;delete.4;delete.5;delete.6;delete.7;delete.8;delete.9;delete.10;delete.11;delete.12;delete.13;delete.14;delete.15;delete.16;delete.17;delete.18
41411;TRUE;0.7;TRUE;;60;;;-54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41417;FALSE;0.3;FALSE;;30;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41419;FALSE;0.7;FALSE;;60;;;;;;;;850;9300;100;TRUE;1005;10000;100;TRUE;1255;11000;100;TRUE;1340;11800;100;TRUE;1375;11900;100;TRUE;1400;12000;100;TRUE;1450;12450;100;TRUE;1505;12900;100;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.5;416.5;1004.5;1255;;;;;;;;;;;;;;
41421;FALSE;0.7;TRUE;;30;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41426;FALSE;0.3;TRUE;;60;;;-50;;;;;950;11750;250;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;545;;;;;;;;;;;;;;;;;
41435;FALSE;0.7;TRUE;;30;1060;;12000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2885;;;;;;;;;;;;;;;;;
41446;TRUE;0.7;FALSE;;120;980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41448;FALSE;0.3;TRUE;;30;;;-50;2;;;;1382;14200;500;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;449;;;;;;;;;;;;;;;;;
41453;FALSE;0.3;TRUE;10;;;;-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;402;;;;;;;;;;;;;;;;;
41456;FALSE;0.3;FALSE;20;;350;;;;;;;350;4470;50;TRUE;692;12850;250;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41460;FALSE;0.7;FALSE;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41467;FALSE;0.7;TRUE;;30;;;-50;5;;;;1955;15000;1500;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;160;1286;;;;;;;;;;;;;;;
41469;FALSE;0.3;TRUE;10;;;;0;;;;;806.5;13034;150;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41476;FALSE;0.7;TRUE;;60;;;-59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41479;FALSE;0.7;FALSE;10;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41485;FALSE;0.3;TRUE;10;;500;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41489;FALSE;0.3;TRUE;5;;;;-50;30;;;;218;12000;500;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41491;FALSE;0.7;TRUE;5;;;;-40;;;;;105;11700;500;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41497;FALSE;0.3;TRUE;;5;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41499;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41502;FALSE;0.3;TRUE;10;;562;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41506;FALSE;0.7;TRUE;10;;;;-58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780;860;;;;;147.5;162.5;252.5;;;;;;;;;;;;;;;
41514;FALSE;0.7;TRUE;10;;;;-65;;;;;161;5500;250;FALSE;11.5;10;1;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41521;FALSE;0.7;TRUE;10;;;;-60;;;;;92;50;10;FALSE;10;-50;5;FALSE;5;-55;5;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185;255;;;;;;;;;;;;;;;;
41525;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41527;FALSE;0.7;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41532;FALSE;0.7;TRUE;;15;;;-52;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41537;FALSE;0.3;FALSE;10;;1036.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2445.5;2508.5;;;;;;;;;;;;;;;;
41543;FALSE;0.3;TRUE;;60;;;-50;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41562;FALSE;0.7;TRUE;10;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41580;FALSE;0.3;FALSE;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.5;844.5;;;;;;;;;;;;;;;;
41582;FALSE;0.7;TRUE;10;;;;-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41587;FALSE;0.3;TRUE;;30;;;-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41589;FALSE;0.7;TRUE;;60;;;-50;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41602;FALSE;0.3;FALSE;10;;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;472;;;;;;;;;;;;;;;;;
41604;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;534.5;;;;;;;;;;;;;;;;;
41606;FALSE;0.3;TRUE;;120;;;-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147;;;;;;;;;;;;;;;;;
41612;FALSE;0.3;TRUE;;120;;;-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41614;FALSE;0.3;TRUE;;60;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41619;FALSE;0.3;TRUE;;120;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41627;FALSE;0.7;TRUE;;30;;;-30;50;;;;555;13000;500;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41629;FALSE;0.7;FALSE;10;;;;;;;;;0;17500;500;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41631;FALSE;0.3;TRUE;;60;;;-55;;;;;332;14850;250;FALSE;1;-50;5;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41634;FALSE;0.3;TRUE;10;;112;;-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150.5;1005.5;;;;;;;;;;;;;;;;
41646;FALSE;0.7;TRUE;10;;;;-55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41653;FALSE;0.7;TRUE;15;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41657;FALSE;0.7;TRUE;5;;;;-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41669;FALSE;0.7;TRUE;10;;2;;-56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41746;FALSE;0.7;TRUE;10;;;;-30;;;;;140;4035;100;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41750;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41753;FALSE;0.7;TRUE;10;;;;-55;;;;;120;2000;50;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41755;FALSE;0.7;TRUE;;120;;;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41756;FALSE;0.3;TRUE;;30;;;-39;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41758;TRUE;0.7;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41760;FALSE;0.7;TRUE;5;;;;-40;60;;;;21;25;5;FALSE;4;-39;5;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41762;FALSE;0.3;FALSE;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41764;FALSE;0.3;TRUE;10;;;;-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41766;FALSE;0.3;TRUE;10;;-10;;-50;;;;;345;4300;500;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41770;FALSE;0.7;TRUE;;60;;;-50;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225.75;1354.5;;;;;;;;;;;;;;;;
41842;FALSE;0.7;TRUE;5;;;;-50;45;;;;190;10500;250;TRUE;167.5;10000;100;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;
41864;FALSE;0.3;FALSE;;60;;;;;;;;55.5;1147;10;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41909;FALSE;0.3;TRUE;;60;-36;;-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41911;FALSE;0.3;TRUE;;30;;;-30;10;;;;435;9080;200;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41926;FALSE;0.3;TRUE;10;;25;;1600;;205;;;205;4269;100;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41928;FALSE;0.3;TRUE;;30;;;-50;;230;30;;22;150;50;FALSE;30;1650;250;FALSE;90;1800;250;FALSE;230;3100;250;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42001;FALSE;0.3;TRUE;5;;;;-43;;;;;19;70;5;FALSE;1;-38;5;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42161;FALSE;0.3;TRUE;5;;;;-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42417;FALSE;0.3;TRUE;;30;;;-59;;1210;2560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42421;FALSE;0.3;TRUE;;30;;;-56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42539;FALSE;0.3;TRUE;5;;;800;-50;;;;;160;4900;100;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42542;FALSE;0.7;TRUE;;30;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;195;425;;;;;;;;;;;;;;;;
42547;FALSE;0.3;TRUE;5;;;;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42555;FALSE;0.3;TRUE;10;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42557;FALSE;0.3;TRUE;10;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370;;;;;;;;;;;;;;;;;
42559;FALSE;0.3;FALSE;2.5;;;;;;;;;156.25;7687;20;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42563;FALSE;0.3;TRUE;10;;260;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42566;FALSE;0.3;TRUE;5;;;;0;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.5;;;;;;;;;;;;;;;;;
42568;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42570;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42645;FALSE;0.7;TRUE;;60;;;-35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42649;FALSE;0.3;TRUE;;60;100;;-50;20;;;;1510;13000;1000;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157.5;190;335;825;958;1080;1385;1410;1465;1490;1285;;;;;;;
42652;FALSE;0.3;TRUE;10;;;;-38;25;180;169.5;247.5;180;11700;250;FALSE;245;12650;250;FALSE;275;14000;250;FALSE;250;13350;250;FALSE;179;8000;250;FALSE;170;7500;250;FALSE;169;5500;250;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42655;FALSE;0.3;TRUE;10;;;;-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42663;FALSE;0.3;TRUE;;120;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42671;FALSE;0.3;TRUE;5;;;;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42673;FALSE;0.3;TRUE;;30;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42675;FALSE;0.3;FALSE;10;;140;;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42677;FALSE;0.3;FALSE;5;;86.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42679;FALSE;0.3;FALSE;;120;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42681;FALSE;0.3;TRUE;;30;780;;-50;30;;;;1405;11500;500;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;838;880;910;970;1005;1030;1075;1105;1120;1140;1160;1220;1245;1345;;;;
42683;FALSE;0.3;TRUE;10;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;200;;;;;;;;;;;;;;;;
42685;FALSE;0.3;FALSE;10;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42687;FALSE;0.3;TRUE;2.5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42689;FALSE;0.3;TRUE;5;;;;-50;;;;;350;1900;100;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.5;100;150;;;;;;;;;;;;;;;
42692;FALSE;0.3;TRUE;;30;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42712;FALSE;0.3;FALSE;;120;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42714;FALSE;0.3;FALSE;;60;190;;;20;;;;190;1530;30;TRUE;272;1930;60;TRUE;330;2500;40;TRUE;396;3190;40;TRUE;504;3770;50;TRUE;1210;12850;250;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;712.5;;;;;;;;;;;;;;;;;
42716;FALSE;0.3;TRUE;5;;;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42722;FALSE;0.7;TRUE;10;;;;-32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42745;FALSE;0.3;TRUE;2.5;;;;-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43295;FALSE;0.7;TRUE;;60;;;-60;;;;;2;-40;5;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;127;239;287;402.5;;;;;;;;;;;;;
43513;FALSE;0.3;TRUE;;15;;;-54;4;;;;1130;11800;100;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;626.5;784;;;;;;;;;;;;;;;;
43525;FALSE;0.3;TRUE;5;;572;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43533;FALSE;0.3;TRUE;5;;350;;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44723;FALSE;0.3;TRUE;;60;;;-40;;;;;570;12880;120;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7080;;;;;;444;445;447;462.75;474;476;487.5;490;493;516.5;551.5;566;569;573;579;;;
44896;FALSE;0.3;TRUE;;60;;;-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44941;FALSE;0.3;TRUE;10;;481;;-44;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44951;FALSE;0.3;TRUE;10;;274;;-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
